bank_id,destination,section,exact_target,mastery_goal_id,expected_evidence,representation,response_type,source_basis
U4-S2-PX-11,Extra Practice,4.2,I can use horizontal and vertical shifts to write equations for translated functions.,,$y=(x+1)^2+5$,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-PX-12,Extra Practice,4.2,I can use horizontal and vertical shifts to write equations for translated functions.,,1 unit left and 3 units down.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-PX-13,Extra Practice,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,"(-5,4), (-4,3), (-3,4).",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-PX-14,Extra Practice,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,"The graph is shifted left 2 units and up 3 units, so a matching equation is $y=(x+2)^2+3$. The horizontal sign appears opposite the direction of the shift because it changes the input.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-PX-15,Extra Practice,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,The horizontal direction is reversed. The correct translation is right 1 and up 4. The sign inside the input acts opposite the visible horizontal movement.,Equation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-PX-16,Extra Practice,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,$y=(x-2)+3$,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-PX-17,Extra Practice,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,2 units left and 4 units up.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-PX-18,Extra Practice,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,"The vertex moves to $(-2,1)$, and $(1,1)$ moves to $(-1,2)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ExtraPractice-19,Extra Practice,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=3x+2$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ExtraPractice-20,Extra Practice,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=x-2$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ExtraPractice-21,Extra Practice,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=2x-1$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ExtraPractice-22,Extra Practice,4.2,Graph linear functions and interpret key features.,,$y=-0.5x+4$; rate of change $=-0.5$ and starting value $=4$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ExtraPractice-23,Extra Practice,4.2,Graph linear functions and interpret key features.,,$y=1.5x-1$; rate of change $=1.5$ and starting value $=-1$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ExtraPractice-24,Extra Practice,4.2,Graph linear functions and interpret key features.,,$y=3x+2$; rate of change $=3$ and starting value $=2$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-CYU-01,CYU,4.2,I can build translated graphs by moving key points and key features from a parent function.,,"Vertex $(-2,4)$; the other key points become $(-3,5)$ and $(-1,5)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-CYU-02,CYU,4.2,I can build translated graphs by moving key points and key features from a parent function.,,The graph moves right 3 and up 2; the sign inside the input acts opposite the horizontal movement.,Equation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-CYU-03,CYU,4.2,I can use horizontal and vertical shifts to write equations for translated functions.,,4 units left and 2 units down.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-CYU-04,CYU,4.2,I can use horizontal and vertical shifts to write equations for translated functions.,,"The graph is shifted right 1 and up 2, so $y=(x-1)^2+2$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-CYU-05,CYU,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,$y=|x-5|+1$.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-CYU-06,CYU,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,"The vertex moves to $(-2,-3)$, and $(1,1)$ moves to $(-1,-2)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WU1-01,Warm-Up 1,4.2,"Accurately perform operations with integers, fractions, and decimals while interpreting results in mathematical and contextual situations.",,Side numbers -4 and 6 give product -24 and sum 2; fill the blank cell(s) accordingly.,Diamond,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp1-02,Warm-Up 1,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=3x+0$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp1-03,Warm-Up 1,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=x+1$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp1-04,Warm-Up 1,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=2x+2$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WU2-01,Warm-Up 2,4.2,I can build translated graphs by moving key points and key features from a parent function.,,1 unit left and 5 units up.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WU2-02,Warm-Up 2,4.2,I can use horizontal and vertical shifts to write equations for translated functions.,,"(1,4), (2,3), (3,4).",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp2-03,Warm-Up 2,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=3x+0$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp2-04,Warm-Up 2,4.2,Graph linear functions and interpret key features.,,$y=0.5x+1$; rate of change $=0.5$ and starting value $=1$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WU3-01,Warm-Up 3,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,"Right 3 and down 1, $y=(x-3)^2-1$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp3-02,Warm-Up 3,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=x+0$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp3-03,Warm-Up 3,4.2,Graph linear functions and interpret key features.,,$y=0.5x+1$; rate of change $=0.5$ and starting value $=1$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-WarmUp3-04,Warm-Up 3,4.2,Graph linear functions and interpret key features.,,$y=2x-3$; rate of change $=2$ and starting value $=-3$.,Table + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ETA-01,Exit Ticket A,4.2,I can build translated graphs by moving key points and key features from a parent function.,,Independent evidence of: I can build translated graphs by moving key points and key features from a parent function.,Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ETA-02,Exit Ticket A,4.2,I can use horizontal and vertical shifts to write equations for translated functions.,,Independent evidence of: I can use horizontal and vertical shifts to write equations for translated functions.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ETA-03,Exit Ticket A,4.2,"I can predict how changing values in an equation moves a graph left, right, up, or down.",,"Independent evidence of: I can predict how changing values in an equation moves a graph left, right, up, or down.",Equation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ETA-04,Exit Ticket A,4.2,I can use horizontal and vertical shifts to write equations for translated functions.,,Independent evidence of: I can use horizontal and vertical shifts to write equations for translated functions.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S2-ExitTicketB-01,Exit Ticket B,4.2,Graph and interpret linear inequalities.,,Use a solid boundary $y=2x-1$ and shade the region on/above the line.,Graph production,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
