bank_id,destination,section,spiral_stage,i_can,learning_target,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,source_basis,summative_version
U6_S2_P3_12,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p3-12,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_13,Practice Set 3,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_graph_vertex,p3-13,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_14,Practice Set 3,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_table_symmetry,p3-14,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_15,Practice Set 3,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_context,p3-15,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_16,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_error_balance_square,p3-16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_17,Practice Set 3,6.2,Review,I can construct equivalent quadratic forms to reveal different key features.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_forms_equivalent,p3-17,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P3_18,Practice Set 3,6.2,Review,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.","Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_form_feature,p3-18,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P3_19,Practice Set 3,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_choose_form,p3-19,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P3_20,Practice Set 3,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_choose_vertex_form,p3-20,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P3_21,Practice Set 3,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,m_translation_read,p3-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P3_22,Practice Set 3,6.2,Mastery,I can use horizontal and vertical shifts to write equations for translated functions.,Students will graph and write translated functions using key points and key features.,m_translation_write,p3-22,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P3_23,Practice Set 3,6.2,Mastery,I can build translated graphs by moving key points and key features from a parent function.,Students will graph and write translated functions using key points and key features.,m_keypoint_translate,p3-23,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P3_24,Practice Set 3,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,m_horizontal_sign,p3-24,ARGUE-JUSTIFY-GENERAL-CASE-01,Equation + Prose,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_EXT_01,Extra Practice,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,ext-01,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_02,Extra Practice,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,ext-02,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_03,Extra Practice,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,ext-03,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_04,Extra Practice,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,ext-04,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_05,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,ext-05,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_06,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,ext-06,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_07,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,ext-07,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_08,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,ext-08,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_09,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,ext-09,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_10,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,ext-10,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_11,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,ext-11,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_12,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,ext-12,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_13,Extra Practice,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_graph_vertex,ext-13,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_14,Extra Practice,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_table_symmetry,ext-14,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_15,Extra Practice,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_context,ext-15,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_16,Extra Practice,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_error_balance_square,ext-16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_EXT_17,Extra Practice,6.2,Review,I can construct equivalent quadratic forms to reveal different key features.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_forms_equivalent,ext-17,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_EXT_18,Extra Practice,6.2,Review,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.","Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_form_feature,ext-18,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_EXT_19,Extra Practice,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_choose_form,ext-19,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
