bank_id,destination,section,label,exact_target,mastery_goal,spiral_stage,question_family_id,variation,task_architecture,representation,response_type,security,summative_version
u5_51_130,Exit Ticket A,5.1,Exit Ticket A — 3,I can apply structure to rewrite polynomial expressions in a more useful form.,,Intro,5.1-ETA,eta-3,direct-procedure,Equation,constructed/open response,instructional,
u5_51_131,Exit Ticket A,5.1,Exit Ticket A — 4,I can determine whether a rewritten expression is reasonable by checking common factors and equivalent products.,,Intro,5.1-ETA,eta-4,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_51_132,Exit Ticket B,5.1,Exit Ticket B — 1,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-ETB,etb-1,direct-procedure,Equation,constructed/open response,instructional,
u5_51_133,Exit Ticket B,5.1,Exit Ticket B — 2,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-ETB,etb-2,direct-procedure,Equation,constructed/open response,instructional,
u5_51_134,Exit Ticket B,5.1,Exit Ticket B — 3,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-ETB,etb-3,direct-procedure,Equation,constructed/open response,instructional,
u5_51_135,Exit Ticket B,5.1,Exit Ticket B — 4,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-ETB,etb-4,direct-procedure,Equation,constructed/open response,instructional,
u5_51_136,Exit Ticket C,5.1,Exit Ticket C — 1,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.1-ETC-U5-MG01,etc-1,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_51_137,Exit Ticket C,5.1,Exit Ticket C — 2,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.1-ETC-U5-MG01,etc-2,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_51_138,Exit Ticket C,5.1,Exit Ticket C — 3,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.1-ETC-U5-MG01,etc-3,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_51_139,Exit Ticket C,5.1,Exit Ticket C — 4,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.1-ETC-U5-MG01,etc-4,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_52_128,Exit Ticket A,5.2,Exit Ticket A — 1,I can build factored forms of quadratic trinomials using product-sum relationships.,,Intro,5.2-ETA,eta-1,direct-procedure,Equation,constructed/open response,instructional,
u5_52_129,Exit Ticket A,5.2,Exit Ticket A — 2,I can build factored forms of quadratic trinomials using product-sum relationships.,,Intro,5.2-ETA,eta-2,direct-procedure,Equation,constructed/open response,instructional,
u5_52_130,Exit Ticket A,5.2,Exit Ticket A — 3,I can use patterns in coefficients and constants to factor quadratic trinomials.,,Intro,5.2-ETA,eta-3,direct-procedure,Equation,constructed/open response,instructional,
u5_52_131,Exit Ticket A,5.2,Exit Ticket A — 4,I can predict missing factors or terms by extending product-sum reasoning.,,Intro,5.2-ETA,eta-4,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_52_132,Exit Ticket B,5.2,Exit Ticket B — 1,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-ETB,etb-1,direct-procedure,Graph,constructed/open response,instructional,
u5_52_133,Exit Ticket B,5.2,Exit Ticket B — 2,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-ETB,etb-2,direct-procedure,Equation,constructed/open response,instructional,
u5_52_134,Exit Ticket B,5.2,Exit Ticket B — 3,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-ETB,etb-3,direct-procedure,Equation,constructed/open response,instructional,
u5_52_135,Exit Ticket B,5.2,Exit Ticket B — 4,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-ETB,etb-4,direct-procedure,Equation,constructed/open response,instructional,
u5_52_136,Exit Ticket C,5.2,Exit Ticket C — 1,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.2-ETC-U5-MG01,etc-1,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_52_137,Exit Ticket C,5.2,Exit Ticket C — 2,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.2-ETC-U5-MG01,etc-2,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_52_138,Exit Ticket C,5.2,Exit Ticket C — 3,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.2-ETC-U5-MG01,etc-3,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_52_139,Exit Ticket C,5.2,Exit Ticket C — 4,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,5.2-ETC-U5-MG01,etc-4,EVIDENCE-CONSTRUCTED-RESPONSE-01,Graph,constructed/open response,instructional,
u5_53_128,Exit Ticket A,5.3,Exit Ticket A — 1,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,5.3-ETA,eta-1,direct-procedure,Equation,constructed/open response,instructional,
u5_53_129,Exit Ticket A,5.3,Exit Ticket A — 2,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,5.3-ETA,eta-2,direct-procedure,Equation,constructed/open response,instructional,
u5_53_130,Exit Ticket A,5.3,Exit Ticket A — 3,I can design a strategy for factoring special polynomial patterns.,,Intro,5.3-ETA,eta-3,direct-procedure,Equation,constructed/open response,instructional,
u5_53_131,Exit Ticket A,5.3,Exit Ticket A — 4,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,5.3-ETA,eta-4,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_53_132,Exit Ticket B,5.3,Exit Ticket B — 1,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-ETB,etb-1,direct-procedure,Equation,constructed/open response,instructional,
u5_53_133,Exit Ticket B,5.3,Exit Ticket B — 2,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-ETB,etb-2,direct-procedure,Graph,constructed/open response,instructional,
u5_53_134,Exit Ticket B,5.3,Exit Ticket B — 3,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-ETB,etb-3,direct-procedure,Table,constructed/open response,instructional,
u5_53_135,Exit Ticket B,5.3,Exit Ticket B — 4,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-ETB,etb-4,direct-procedure,Context,constructed/open response,instructional,
u5_53_136,Exit Ticket C,5.3,Exit Ticket C — 1,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,5.3-ETC-U5-MG02,etc-1,EVIDENCE-CONSTRUCTED-RESPONSE-01,Context,constructed/open response,instructional,
u5_53_137,Exit Ticket C,5.3,Exit Ticket C — 2,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,5.3-ETC-U5-MG02,etc-2,EVIDENCE-CONSTRUCTED-RESPONSE-01,Context,constructed/open response,instructional,
u5_53_138,Exit Ticket C,5.3,Exit Ticket C — 3,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,5.3-ETC-U5-MG02,etc-3,EVIDENCE-CONSTRUCTED-RESPONSE-01,Context,constructed/open response,instructional,
u5_53_139,Exit Ticket C,5.3,Exit Ticket C — 4,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,5.3-ETC-U5-MG02,etc-4,EVIDENCE-CONSTRUCTED-RESPONSE-01,Context,constructed/open response,instructional,
u5_54_128,Exit Ticket A,5.4,Exit Ticket A — 1,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,5.4-ETA,eta-1,direct-procedure,Equation,constructed/open response,instructional,
u5_54_129,Exit Ticket A,5.4,Exit Ticket A — 2,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,5.4-ETA,eta-2,direct-procedure,Equation,constructed/open response,instructional,
u5_54_130,Exit Ticket A,5.4,Exit Ticket A — 3,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,5.4-ETA,eta-3,direct-procedure,Equation,constructed/open response,instructional,
u5_54_131,Exit Ticket A,5.4,Exit Ticket A — 4,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,5.4-ETA,eta-4,REPRESENTATION-CONNECTION-01,Table,constructed/open response,instructional,
u5_54_132,Exit Ticket B,5.4,Exit Ticket B — 1,Graph and write translated functions using key points and key features.,,Review,5.4-ETB,etb-1,direct-procedure,Equation,constructed/open response,instructional,
u5_54_133,Exit Ticket B,5.4,Exit Ticket B — 2,Graph and write translated functions using key points and key features.,,Review,5.4-ETB,etb-2,direct-procedure,Equation,constructed/open response,instructional,
u5_54_134,Exit Ticket B,5.4,Exit Ticket B — 3,Graph and write translated functions using key points and key features.,,Review,5.4-ETB,etb-3,direct-procedure,Equation,constructed/open response,instructional,
u5_54_135,Exit Ticket B,5.4,Exit Ticket B — 4,Graph and write translated functions using key points and key features.,,Review,5.4-ETB,etb-4,direct-procedure,Equation,constructed/open response,instructional,
u5_54_136,Exit Ticket C,5.4,Exit Ticket C — 1,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,5.4-ETC-U5-MG03,etc-1,EVIDENCE-CONSTRUCTED-RESPONSE-01,Graph,constructed/open response,instructional,
u5_54_137,Exit Ticket C,5.4,Exit Ticket C — 2,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,5.4-ETC-U5-MG03,etc-2,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_54_138,Exit Ticket C,5.4,Exit Ticket C — 3,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,5.4-ETC-U5-MG03,etc-3,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_54_139,Exit Ticket C,5.4,Exit Ticket C — 4,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,5.4-ETC-U5-MG03,etc-4,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_55_128,Exit Ticket A,5.5,Exit Ticket A — 1,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,5.5-ETA,eta-1,direct-procedure,Equation,constructed/open response,instructional,
u5_55_129,Exit Ticket A,5.5,Exit Ticket A — 2,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,5.5-ETA,eta-2,direct-procedure,Equation,constructed/open response,instructional,
u5_55_130,Exit Ticket A,5.5,Exit Ticket A — 3,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,5.5-ETA,eta-3,direct-procedure,Equation,constructed/open response,instructional,
u5_55_131,Exit Ticket A,5.5,Exit Ticket A — 4,I can critique which quadratic form best supports a given question or context.,,Intro,5.5-ETA,eta-4,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_55_132,Exit Ticket B,5.5,Exit Ticket B — 1,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-ETB,etb-1,direct-procedure,Equation,constructed/open response,instructional,
u5_55_133,Exit Ticket B,5.5,Exit Ticket B — 2,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-ETB,etb-2,direct-procedure,Equation,constructed/open response,instructional,
u5_55_134,Exit Ticket B,5.5,Exit Ticket B — 3,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-ETB,etb-3,direct-procedure,Equation,constructed/open response,instructional,
u5_55_135,Exit Ticket B,5.5,Exit Ticket B — 4,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-ETB,etb-4,direct-procedure,Equation,constructed/open response,instructional,
u5_55_136,Exit Ticket C,5.5,Exit Ticket C — 1,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,5.5-ETC-U5-MG04,etc-1,EVIDENCE-CONSTRUCTED-RESPONSE-01,Graph,constructed/open response,instructional,
u5_55_137,Exit Ticket C,5.5,Exit Ticket C — 2,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,5.5-ETC-U5-MG04,etc-2,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_55_138,Exit Ticket C,5.5,Exit Ticket C — 3,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,5.5-ETC-U5-MG04,etc-3,EVIDENCE-CONSTRUCTED-RESPONSE-01,Equation,constructed/open response,instructional,
u5_55_139,Exit Ticket C,5.5,Exit Ticket C — 4,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,5.5-ETC-U5-MG04,etc-4,EVIDENCE-CONSTRUCTED-RESPONSE-01,Context,constructed/open response,instructional,
u5_sum_v1_01,Secure Summative,5.5,V1 1,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-SOLVE,V1-1,SUM-MG01-SOLVE,Equation,constructed/open response,summative-secure,V1
u5_sum_v1_02,Secure Summative,5.5,V1 2,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,SUM-MG02-MODEL,V1-2,SUM-MG02-MODEL,Context,constructed/open response,summative-secure,V1
u5_sum_v1_03,Secure Summative,5.5,V1 3,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,SUM-MG03-INEQ,V1-3,SUM-MG03-INEQ,Graph,constructed/open response,summative-secure,V1
u5_sum_v1_04,Secure Summative,5.5,V1 4,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-TYPE,V1-4,SUM-MG01-TYPE,Graph,constructed/open response,summative-secure,V1
u5_sum_v1_05,Secure Summative,5.5,V1 5,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-MG04-SYSTEM-INEQ,V1-5,SUM-MG04-SYSTEM-INEQ,Graph,constructed/open response,summative-secure,V1
u5_sum_v1_06,Secure Summative,5.5,V1 6,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-INTEGRATED,V1-6,SUM-INTEGRATED,Context,constructed/open response,summative-secure,V1
u5_sum_v2_01,Secure Summative,5.5,V2 1,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,SUM-MG02-MODEL,V2-1,SUM-MG02-MODEL,Context,constructed/open response,summative-secure,V2
u5_sum_v2_02,Secure Summative,5.5,V2 2,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-TYPE,V2-2,SUM-MG01-TYPE,Graph,constructed/open response,summative-secure,V2
u5_sum_v2_03,Secure Summative,5.5,V2 3,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-MG04-SYSTEM-INEQ,V2-3,SUM-MG04-SYSTEM-INEQ,Graph,constructed/open response,summative-secure,V2
u5_sum_v2_04,Secure Summative,5.5,V2 4,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-SOLVE,V2-4,SUM-MG01-SOLVE,Equation,constructed/open response,summative-secure,V2
u5_sum_v2_05,Secure Summative,5.5,V2 5,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-INTEGRATED,V2-5,SUM-INTEGRATED,Context,constructed/open response,summative-secure,V2
u5_sum_v2_06,Secure Summative,5.5,V2 6,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,SUM-MG03-INEQ,V2-6,SUM-MG03-INEQ,Graph,constructed/open response,summative-secure,V2
u5_sum_v3_01,Secure Summative,5.5,V3 1,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,SUM-MG03-INEQ,V3-1,SUM-MG03-INEQ,Graph,constructed/open response,summative-secure,V3
u5_sum_v3_02,Secure Summative,5.5,V3 2,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-SOLVE,V3-2,SUM-MG01-SOLVE,Equation,constructed/open response,summative-secure,V3
u5_sum_v3_03,Secure Summative,5.5,V3 3,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-MG04-SYSTEM-INEQ,V3-3,SUM-MG04-SYSTEM-INEQ,Graph,constructed/open response,summative-secure,V3
u5_sum_v3_04,Secure Summative,5.5,V3 4,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,SUM-MG02-MODEL,V3-4,SUM-MG02-MODEL,Context,constructed/open response,summative-secure,V3
u5_sum_v3_05,Secure Summative,5.5,V3 5,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-TYPE,V3-5,SUM-MG01-TYPE,Graph,constructed/open response,summative-secure,V3
u5_sum_v3_06,Secure Summative,5.5,V3 6,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-INTEGRATED,V3-6,SUM-INTEGRATED,Context,constructed/open response,summative-secure,V3
u5_sum_v4_01,Secure Summative,5.5,V4 1,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-MG04-SYSTEM-INEQ,V4-1,SUM-MG04-SYSTEM-INEQ,Graph,constructed/open response,summative-secure,V4
u5_sum_v4_02,Secure Summative,5.5,V4 2,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,SUM-INTEGRATED,V4-2,SUM-INTEGRATED,Context,constructed/open response,summative-secure,V4
u5_sum_v4_03,Secure Summative,5.5,V4 3,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-SOLVE,V4-3,SUM-MG01-SOLVE,Equation,constructed/open response,summative-secure,V4
u5_sum_v4_04,Secure Summative,5.5,V4 4,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,SUM-MG03-INEQ,V4-4,SUM-MG03-INEQ,Graph,constructed/open response,summative-secure,V4
u5_sum_v4_05,Secure Summative,5.5,V4 5,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,SUM-MG02-MODEL,V4-5,SUM-MG02-MODEL,Context,constructed/open response,summative-secure,V4
u5_sum_v4_06,Secure Summative,5.5,V4 6,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,SUM-MG01-TYPE,V4-6,SUM-MG01-TYPE,Graph,constructed/open response,summative-secure,V4
u5_sum_v5_01,Secure Summative,5.5,V5 1,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,ALT5-MG01-TABLE,V5-1,ALT5-MG01-TABLE,Graph,constructed/open response,summative-secure,V5
u5_sum_v5_02,Secure Summative,5.5,V5 2,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,ALT5-MG04-VERTICES,V5-2,ALT5-MG04-VERTICES,Graph,constructed/open response,summative-secure,V5
u5_sum_v5_03,Secure Summative,5.5,V5 3,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,ALT5-MG02-RATES,V5-3,ALT5-MG02-RATES,Context,constructed/open response,summative-secure,V5
u5_sum_v5_04,Secure Summative,5.5,V5 4,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,ALT5-MG03-ERROR,V5-4,ALT5-MG03-ERROR,Graph,constructed/open response,summative-secure,V5
u5_sum_v5_05,Secure Summative,5.5,V5 5,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,ALT5-MG01-METHOD,V5-5,ALT5-MG01-METHOD,Equation,constructed/open response,summative-secure,V5
u5_sum_v5_06,Secure Summative,5.5,V5 6,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,ALT5-MG04-CREATE,V5-6,ALT5-MG04-CREATE,Equation,constructed/open response,summative-secure,V5
u5_sum_v6_01,Secure Summative,5.5,V6 1,"Write and solve systems that model two constraints in a situation, define variables, and interpret the ordered-pair solution.",U5-MG02,Mastery,ALT6-MG02-MIXTURE,V6-1,ALT6-MG02-MIXTURE,Context,constructed/open response,summative-secure,V6
u5_sum_v6_02,Secure Summative,5.5,V6 2,Graph linear inequalities with correct boundary lines and shading and use test points to interpret solution regions.,U5-MG03,Mastery,ALT6-MG03-TESTPOINT,V6-2,ALT6-MG03-TESTPOINT,Graph,constructed/open response,summative-secure,V6
u5_sum_v6_03,Secure Summative,5.5,V6 3,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,ALT6-MG01-COMPARE,V6-3,ALT6-MG01-COMPARE,Equation,constructed/open response,summative-secure,V6
u5_sum_v6_04,Secure Summative,5.5,V6 4,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,ALT6-MG04-CONTEXT,V6-4,ALT6-MG04-CONTEXT,Graph,constructed/open response,summative-secure,V6
u5_sum_v6_05,Secure Summative,5.5,V6 5,"Solve systems of linear equations graphically and algebraically, choose efficient methods, and interpret one, none, or infinitely many solutions.",U5-MG01,Mastery,ALT6-MG01-GRAPH,V6-5,ALT6-MG01-GRAPH,Graph,constructed/open response,summative-secure,V6
u5_sum_v6_06,Secure Summative,5.5,V6 6,"Represent systems of linear inequalities, identify feasible regions, and interpret feasible and non-feasible solutions in context.",U5-MG04,Mastery,ALT6-MG04-CRITIQUE,V6-6,ALT6-MG04-CRITIQUE,Context,constructed/open response,summative-secure,V6
